Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
leptidea_sinapisG00000006266	-	scaffold_1154	+	30350	37276	63.633381	23.147720	32.337585
leptidea_sinapisG00000000064	-	scaffold_1154	+	43731	49874	104.159256	37.889690	52.932262
leptidea_sinapisG00000011371	tu92	scaffold_1156	-	3002	47657	0.000000	0.000000	0.000000
leptidea_sinapisG00000006877	tret1_22	scaffold_1156	+	16564	36818	2.414535	0.878328	1.227033
leptidea_sinapisG00000012302	znf358_2	scaffold_1153	-	21668	33677	1.608269	0.585035	0.817300
leptidea_sinapisG00000014987	-	scaffold_1158	-	10386	12184	0.199816	0.072686	0.101544
leptidea_sinapisG00000009254	-	scaffold_1151	+	744	3924	72.138832	26.241722	36.659935
leptidea_sinapisG00000006738	-	scaffold_1151	-	1309	44348	8.991743	3.270899	4.569477
leptidea_sinapisG00000010836	prkd1	scaffold_1158	-	33678	52238	0.000000	0.000000	0.000000
leptidea_sinapisG00000003127	-	scaffold_1369	-	17550	20117	0.000000	0.000000	0.000000
leptidea_sinapisG00000009741	-	scaffold_1363	+	16929	21167	1.419718	0.516446	0.721481
leptidea_sinapisG00000007620	-	scaffold_1361	-	16996	23586	1.898227	0.824019	1.151162
leptidea_sinapisG00000005526	-	scaffold_2818	-	594	3198	0.000000	0.000000	0.000000
leptidea_sinapisG00000013525	-	scaffold_2417	-	1807	4473	0.000000	0.000000	0.000000
leptidea_sinapisG00000003017	-	scaffold_1289	-	21534	22563	0.000000	0.000000	0.000000
leptidea_sinapisG00000012139	-	scaffold_1285	+	20462	21020	6.628556	2.411249	3.368539
leptidea_sinapisG00000010521	ce022_2	scaffold_2151	+	2406	5102	3.360960	1.222606	1.707992
leptidea_sinapisG00000003539	lap3alkbh6	scaffold_364	-	2854	28304	1.716807	0.738213	1.031291
leptidea_sinapisG00000004949	ubtd2	scaffold_364	+	36812	45132	0.000000	0.000000	0.000000
leptidea_sinapisG00000012028	fabg_6	scaffold_364	+	31261	32022	78.985558	28.732334	40.139347
leptidea_sinapisG00000000359	cox15	scaffold_364	-	63802	76191	9.965981	3.625294	5.064571
leptidea_sinapisG00000010706	tuba_2	scaffold_364	+	77760	83725	36.511169	13.281556	18.554461
leptidea_sinapisG00000005551	anon-3b1.2_5	scaffold_364	-	84867	104203	9.353295	3.402419	4.753212
leptidea_sinapisG00000005969	rpp40	scaffold_364	+	126001	127433	17.841030	6.489976	9.066560
leptidea_sinapisG00000000917	anon-3b1.2	scaffold_364	-	129551	144961	63.168049	22.978447	32.101109
leptidea_sinapisG00000002142	-	scaffold_364	+	194265	196047	3.415698	1.242518	1.735809
leptidea_sinapisG00000006487	sodc	scaffold_364	-	186160	190081	181.038101	65.855675	92.000999
leptidea_sinapisG00000002688	-	scaffold_364	-	213511	217073	49.939220	18.166235	25.378407
leptidea_sinapisG00000012213	-	scaffold_364	+	318216	345591	15.029600	5.467271	7.637830
leptidea_sinapisG00000014394	-	scaffold_364	+	377817	381339	3.233770	1.176339	1.643356
leptidea_sinapisG00000007047	-	scaffold_364	+	353368	364434	7.834154	2.849806	3.981206
leptidea_sinapisG00000007953	-	scaffold_806	-	9023	21937	4.621193	1.681037	2.348425
leptidea_sinapisG00000012603	-	scaffold_806	-	23309	48447	205.339508	74.695724	104.350632
leptidea_sinapisG00000007387	-	scaffold_806	+	57477	65058	0.691308	0.251475	0.351313
leptidea_sinapisG00000004482	-	scaffold_806	-	73042	100982	21.660749	7.879464	11.007688
leptidea_sinapisG00000001935	-	scaffold_806	+	80381	94795	0.000000	0.000000	0.000000
leptidea_sinapisG00000012598	-	scaffold_806	+	103309	114054	3.590938	1.587390	2.217599
leptidea_sinapisG00000014294	-	scaffold_806	-	121607	141089	25.525982	9.285507	12.971944
leptidea_sinapisG00000002951	tada1	scaffold_804	+	1273	4794	15.155601	5.513106	7.701862
leptidea_sinapisG00000001157	-	scaffold_804	-	11001	23299	0.000000	0.000000	0.000000
leptidea_sinapisG00000014687	-	scaffold_804	+	51132	54799	3.402671	1.237779	1.729189
leptidea_sinapisG00000015543	cg9791	scaffold_804	-	29284	49251	9.113408	3.315156	4.631305
leptidea_sinapisG00000006195	lcmt1	scaffold_804	-	85043	109523	6.722332	2.445362	3.416194
leptidea_sinapisG00000002571	atg2b	scaffold_805	-	18874	25455	35.634605	12.962691	18.109003
leptidea_sinapisG00000009607	atg2a	scaffold_805	-	31760	71139	18.443357	6.709084	9.372654
leptidea_sinapisG00000004239	-	scaffold_805	-	74323	80867	0.000000	0.000000	0.000000
leptidea_sinapisG00000009486	-	scaffold_805	-	81569	100460	63.963371	23.267757	32.505283
leptidea_sinapisG00000001204	mrpl40	scaffold_805	+	120452	126859	45.081741	16.399246	22.909903
leptidea_sinapisG00000008813	acadvl	scaffold_804	+	115497	134583	5.877904	2.138187	2.987068
leptidea_sinapisG00000004287	beg	scaffold_804	-	134585	149334	0.000000	0.000000	0.000000
leptidea_sinapisG00000010603	abhd11_3	scaffold_803	-	49042	55423	0.000000	0.000000	0.000000
leptidea_sinapisG00000011460	gns	scaffold_803	+	636	15652	157.989548	57.471375	80.288055
leptidea_sinapisG00000011770	gns_2	scaffold_803	-	132848	171206	4.016597	1.461105	2.041178
leptidea_sinapisG00000002592	ubxn6	scaffold_802	-	921	9131	9.952879	3.620528	5.057912
leptidea_sinapisG00000010590	aso	scaffold_802	+	137472	152431	2.479077	0.901806	1.259832
leptidea_sinapisG00000001524	-	scaffold_801	-	54257	62801	0.670103	0.243761	0.340537
leptidea_sinapisG00000000943	cyp6k1	scaffold_801	+	23857	37038	14.701434	5.347895	7.471061
leptidea_sinapisG00000013464	tnxb	scaffold_801	+	75173	110555	1.359950	0.494705	0.691107
leptidea_sinapisG00000004820	vwde_2	scaffold_801	+	162098	165861	1.051621	0.382545	0.534419
leptidea_sinapisG00000007101	-	scaffold_809	-	3032	8807	0.000000	0.000000	0.000000
leptidea_sinapisG00000006622	-	scaffold_809	-	26248	28259	1.064626	0.387276	0.541028
leptidea_sinapisG00000009231	-	scaffold_801	+	128423	141104	295.194519	107.382004	150.013687
leptidea_sinapisG00000008707	pigo	scaffold_809	+	35216	54739	1.249143	0.454397	0.634797
leptidea_sinapisG00000000686	cpij005690	scaffold_809	-	56828	60850	46.755852	17.008232	23.760664
leptidea_sinapisG00000001684	fkrp	scaffold_809	+	66500	73528	0.000000	0.000000	0.000000
leptidea_sinapisG00000008727	-	scaffold_809	+	102141	105964	0.000000	0.000000	0.000000
leptidea_sinapisG00000009055	dyi2	scaffold_809	-	77415	102014	0.707193	0.268986	0.375777
leptidea_sinapisG00000007565	-	scaffold_809	+	117078	154147	0.000000	0.000000	0.000000
leptidea_sinapisG00000013684	dx	scaffold_808	-	6367	9616	16.367577	5.953983	8.317771
leptidea_sinapisG00000005921	adarb1	scaffold_808	+	27803	48986	17.922377	6.519567	9.107899
leptidea_sinapisG00000014842	pol_14	scaffold_808	-	68160	96397	0.000000	0.000000	0.000000
leptidea_sinapisG00000007548	mras	scaffold_808	+	124683	143068	0.776442	0.282444	0.394577
leptidea_sinapisG00000012862	-	scaffold_3289	+	202	819	0.139968	0.050916	0.071130
leptidea_sinapisG00000012255	cn166	scaffold_1342	+	12577	16400	52.482864	19.091530	26.671051
leptidea_sinapisG00000008501	tim8	scaffold_1342	-	16161	17830	34.790630	12.655680	17.680107
leptidea_sinapisG00000013369	dhdds	scaffold_1342	+	18073	21644	7.586404	2.765843	3.863909
leptidea_sinapisG00000014723	fasn_8	scaffold_1116	+	1	29226	56.880444	20.691223	28.905838
leptidea_sinapisG00000015288	gpn2	scaffold_2132	-	3440	6481	18.131794	7.710855	10.772139
leptidea_sinapisG00000000565	-	scaffold_2135	-	494	1663	0.000000	0.000000	0.000000
leptidea_sinapisG00000011742	-	scaffold_1808	+	5101	5665	10.044497	3.653856	5.104472
leptidea_sinapisG00000004232	rbm39	scaffold_2136	+	514	3420	37.566715	13.665527	19.090874
leptidea_sinapisG00000001918	-	scaffold_2136	-	3424	5776	124.055305	45.127216	63.043152
leptidea_sinapisG00000004241	-	scaffold_829	+	125912	135129	2.240603	0.815057	1.138643
leptidea_sinapisG00000013253	zswim5	scaffold_825	+	7157	79194	2.573176	0.936036	1.307652
leptidea_sinapisG00000006192	bbs4	scaffold_825	-	86512	98048	0.000000	0.000000	0.000000
leptidea_sinapisG00000003054	pngl	scaffold_825	+	98271	102286	5.942735	2.319911	3.240938
leptidea_sinapisG00000006421	pngl_2	scaffold_825	+	105950	110325	12.435461	4.523609	6.319526
leptidea_sinapisG00000013891	tatdn1	scaffold_825	+	114080	116935	6.116896	3.207674	4.481152
leptidea_sinapisG00000009305	-	scaffold_829	-	506	7033	1078.527832	392.332764	548.092651
leptidea_sinapisG00000014934	tmem214	scaffold_825	-	117457	148959	31.330471	11.396989	15.921703
leptidea_sinapisG00000013603	-	scaffold_825	+	125591	150311	0.000000	0.000000	0.000000
leptidea_sinapisG00000007419	birc6	scaffold_824	-	2807	10170	6.601232	2.401310	3.354653
leptidea_sinapisG00000003823	-	scaffold_824	-	21096	22430	4.533923	1.649291	2.304076
leptidea_sinapisG00000008222	-	scaffold_824	+	22545	23926	0.000000	0.000000	0.000000
leptidea_sinapisG00000003621	-	scaffold_824	-	40553	41230	0.000000	0.000000	0.000000
leptidea_sinapisG00000015065	x-element\orf2_9	scaffold_824	+	24005	31890	0.000000	0.000000	0.000000
leptidea_sinapisG00000004196	-	scaffold_824	-	31313	33636	0.000000	0.000000	0.000000
leptidea_sinapisG00000013941	-	scaffold_824	-	51544	53195	0.000000	0.000000	0.000000
leptidea_sinapisG00000005254	-	scaffold_824	-	45922	49678	3.572797	1.299665	1.815645
leptidea_sinapisG00000014671	birc6_2	scaffold_824	-	64462	89975	7.045982	2.563095	3.580668
leptidea_sinapisG00000013751	tw	scaffold_824	-	112499	134327	12.588745	4.579369	6.397422
leptidea_sinapisG00000002704	-	scaffold_826	-	879	6505	1.345161	0.489325	0.683592
leptidea_sinapisG00000000037	cg12163	scaffold_824	+	142183	158546	9.572988	3.482336	4.864857
leptidea_sinapisG00000009385	-	scaffold_826	-	117510	118586	1.769663	0.643745	0.899318
leptidea_sinapisG00000013398	-	scaffold_821	-	35930	96563	0.324510	0.118046	0.164911
leptidea_sinapisG00000004604	myro1_5	scaffold_820	-	6207	24032	22.067780	8.027528	11.214534
leptidea_sinapisG00000006076	fahd2_2	scaffold_820	-	129731	146660	6.721272	2.500739	3.493556
leptidea_sinapisG00000008434	-	scaffold_823	+	102648	108806	0.000000	0.000000	0.000000
leptidea_sinapisG00000005508	cyp6k1_2	scaffold_823	+	137645	154866	8.087046	2.941800	4.109722
leptidea_sinapisG00000004525	unc5c	scaffold_822	+	6877	120420	5.249135	1.909462	2.667536
leptidea_sinapisG00000014908	-	scaffold_1	-	53768	57593	342.351318	124.536087	173.978104
leptidea_sinapisG00000012082	-	scaffold_1	+	551727	556800	0.000000	0.000000	0.000000
leptidea_sinapisG00000012738	mggb	scaffold_1	+	563510	578706	0.000000	0.000000	0.000000
leptidea_sinapisG00000013229	liph_3	scaffold_1	-	475405	522234	24.597277	8.947676	12.499989
leptidea_sinapisG00000011554	sys1	scaffold_1	-	592739	595207	19.976307	7.266719	10.151676
leptidea_sinapisG00000004839	-	scaffold_1	-	596866	599934	148.759933	56.612869	79.088722
leptidea_sinapisG00000010032	nop9	scaffold_1	-	602687	611252	30.484665	11.089313	15.491876
leptidea_sinapisG00000011418	myro1_13	scaffold_1	+	615129	632129	11.975414	4.356260	6.085736
leptidea_sinapisG00000011129	lctmyro1	scaffold_1	-	691735	703723	0.000000	0.000000	0.000000
leptidea_sinapisG00000002779	myro1_3	scaffold_1	-	636210	668812	6.480204	2.357284	3.293148
leptidea_sinapisG00000000640	fkbp1b	scaffold_1	-	709359	712304	352.173798	128.109177	178.969742
leptidea_sinapisG00000000206	-	scaffold_1	-	1023864	1025335	2.272494	0.826658	1.154849
leptidea_sinapisG00000009700	-	scaffold_1	-	1031543	1033623	0.000000	0.000000	0.000000
leptidea_sinapisG00000002708	cbp53e	scaffold_1	-	723596	808911	0.000000	0.000000	0.000000
leptidea_sinapisG00000008773	ssp_2	scaffold_1	+	761521	767724	6.499291	2.364227	3.302848
leptidea_sinapisG00000004968	rnf123	scaffold_1	+	822190	875384	0.186804	0.067953	0.094931
leptidea_sinapisG00000010713	rnf123_2	scaffold_1	+	884326	911868	1.275402	0.463949	0.648141
leptidea_sinapisG00000001546	col21a1	scaffold_1	-	914468	951836	0.880003	0.320116	0.447205
leptidea_sinapisG00000010739	eif-2alpha	scaffold_1	+	960118	972573	116.289764	42.302368	59.096817
leptidea_sinapisG00000005903	cps-6endog	scaffold_1	-	975306	985622	3.867713	1.406946	1.965517
leptidea_sinapisG00000015426	aats-phe-m	scaffold_1	+	987472	991563	25.130259	9.141558	12.770844
leptidea_sinapisG00000014431	-	scaffold_1	-	1065888	1103641	3.546140	1.289968	1.802098
leptidea_sinapisG00000015594	trpv1	scaffold_1	+	1090015	1158125	0.000000	0.000000	0.000000
leptidea_sinapisG00000009063	-	scaffold_1	-	1158124	1164343	102.349922	37.231518	52.012783
leptidea_sinapisG00000006407	fubp1	scaffold_1	-	1169037	1184883	111.496269	40.558655	56.660831
leptidea_sinapisG00000008955	xkr6	scaffold_1	-	1226733	1257692	12.193360	4.435541	6.196493
leptidea_sinapisG00000015006	srek1ip1	scaffold_1	+	1254332	1256156	29.011604	10.553462	14.743287
leptidea_sinapisG00000013423	-	scaffold_1	-	1271105	1274317	1.865633	0.678656	0.948088
leptidea_sinapisG00000002794	dek	scaffold_1	+	1189433	1223318	81.063576	29.488247	41.195366
leptidea_sinapisG00000013811	slc6a2_2	scaffold_1	+	1313444	1363744	0.000000	0.000000	0.000000
leptidea_sinapisG00000013881	-	scaffold_1	-	1318740	1324120	333.793030	121.422867	169.628906
leptidea_sinapisG00000009582	-	scaffold_1	+	1440530	1444149	1.207810	0.439361	0.613792
leptidea_sinapisG00000002356	-	scaffold_1	+	1479747	1523689	2.093014	1.441993	2.014477
leptidea_sinapisG00000008899	-	scaffold_1	+	1523875	1524021	0.000000	0.000000	0.000000
leptidea_sinapisG00000003647	ept1	scaffold_1	+	1616059	1628101	0.000000	0.000000	0.000000
leptidea_sinapisG00000003641	-	scaffold_1	-	1897662	1899945	2.639409	0.960130	1.341310
leptidea_sinapisG00000004572	nol4	scaffold_1	-	1931404	1933044	0.000000	0.000000	0.000000
leptidea_sinapisG00000012033	znf454_3	scaffold_1	-	1952922	1955633	2.494855	0.907546	1.267850
leptidea_sinapisG00000007946	-	scaffold_1	-	2188887	2215925	0.998648	0.363275	0.507499
leptidea_sinapisG00000009944	pex10	scaffold_1	+	2220191	2221009	5.101343	1.855700	2.592430
leptidea_sinapisG00000015142	fk506-bp2	scaffold_1	-	2221272	2223519	33.953739	12.351247	17.254810
leptidea_sinapisG00000003853	-	scaffold_1	+	1663381	1666863	0.000000	0.000000	0.000000
leptidea_sinapisG00000007919	-	scaffold_1	-	1676984	1678655	2.730267	0.993181	1.387483
leptidea_sinapisG00000015493	eya4	scaffold_1	+	1697000	1715516	0.648660	0.235961	0.329640
leptidea_sinapisG00000002451	ift52	scaffold_1	+	1720991	1729433	0.417939	0.152032	0.212391
leptidea_sinapisG00000012220	-	scaffold_1	-	1727203	1728379	0.000000	0.000000	0.000000
leptidea_sinapisG00000013701	prss22tryp	scaffold_1	+	1730924	1748089	0.000000	0.000000	0.000000
leptidea_sinapisG00000007303	nol4l	scaffold_1	-	1758109	1801686	0.000000	0.000000	0.000000
leptidea_sinapisG00000005269	nol4_2	scaffold_1	-	1818260	1885644	0.000000	0.000000	0.000000
leptidea_sinapisG00000007476	cora_3	scaffold_1	+	2227709	2241187	47.884903	17.418943	24.334433
leptidea_sinapisG00000011736	mrgbp	scaffold_1	+	2256183	2263468	29.760473	10.825875	15.123853
leptidea_sinapisG00000000723	orc6	scaffold_1	-	2270503	2281960	10.867722	3.953317	5.522823
leptidea_sinapisG00000015036	g-s-alpha-60a	scaffold_1	+	2284591	2318955	0.000000	0.000000	0.000000
leptidea_sinapisG00000011829	cogs_9	scaffold_1	-	2242568	2250316	1559.629883	567.341797	792.581848
leptidea_sinapisG00000004324	top3b	scaffold_1	-	2766495	2781827	11.983070	4.359045	6.089627
leptidea_sinapisG00000013744	-	scaffold_1	+	2788754	2805342	22.975416	8.357697	11.675782
leptidea_sinapisG00000002257	mdr49abcb1b	scaffold_1	+	2820141	2864287	0.339071	0.144684	0.202125
leptidea_sinapisG00000002008	-	scaffold_1	+	2334759	2344400	3.501539	1.273744	1.779433
leptidea_sinapisG00000012051	fus	scaffold_1	-	2336408	2410299	1.875030	1.015795	1.419076
leptidea_sinapisG00000009755	-	scaffold_1	+	2353882	2357038	0.000000	0.000000	0.000000
leptidea_sinapisG00000002958	-	scaffold_1	-	2435424	2455443	2.597951	0.945049	1.320242
leptidea_sinapisG00000006334	eco	scaffold_1	+	2467092	2482435	2.404927	0.874833	1.222150
leptidea_sinapisG00000007636	nhx8	scaffold_1	+	2490048	2514741	0.000000	0.000000	0.000000
leptidea_sinapisG00000013756	dap	scaffold_1	-	2524328	2527729	41.531952	15.107951	21.105951
leptidea_sinapisG00000011717	gss	scaffold_1	-	2530882	2561243	10.341078	3.761742	5.255190
leptidea_sinapisG00000002905	naga	scaffold_1	-	2563818	2632561	46.269344	16.831257	23.513428
leptidea_sinapisG00000007395	-	scaffold_1	+	2883696	2913810	3.879091	1.420066	1.983846
leptidea_sinapisG00000007873	rab11fip3	scaffold_1	-	2940667	2960171	3.926074	1.428176	1.995175
leptidea_sinapisG00000012458	-	scaffold_1	+	2942618	2949976	2.241775	1.052554	1.470428
leptidea_sinapisG00000014586	mboat7mboa-7	scaffold_1	-	3208162	3212906	3.557153	1.513201	2.113956
leptidea_sinapisG00000002772	rint1	scaffold_1	+	3214027	3233980	2.719092	0.989116	1.381804
leptidea_sinapisG00000007135	picot_7	scaffold_1	-	3237447	3276314	2.847681	1.035892	1.447151
leptidea_sinapisG00000012593	inpp5e	scaffold_1	+	3401589	3410265	0.308577	0.112250	0.156814
leptidea_sinapisG00000005593	grid1	scaffold_1	+	3351725	3363178	0.000000	0.000000	0.000000
leptidea_sinapisG00000004659	-	scaffold_1	-	3356961	3370225	0.000000	0.000000	0.000000
leptidea_sinapisG00000004150	-	scaffold_1	+	3665603	3667609	0.000000	0.000000	0.000000
leptidea_sinapisG00000003698	-	scaffold_1	-	3421197	3434653	46.430408	16.889847	23.595278
leptidea_sinapisG00000004150	-	scaffold_1	+	3667621	3709159	0.073353	0.026744	0.037362
leptidea_sinapisG00000015105	kcnj8	scaffold_1	-	3737684	3741249	8.666368	3.152538	4.404126
leptidea_sinapisG00000000020	-	scaffold_1	+	4106270	4109153	0.000000	0.000000	0.000000
leptidea_sinapisG00000005057	-	scaffold_1	-	4814591	4823144	0.000000	0.000000	0.000000
leptidea_sinapisG00000004474	liph-a	scaffold_1	+	4827049	4832295	0.000000	0.000000	0.000000
leptidea_sinapisG00000002503	-	scaffold_1	+	4838918	4839512	3.566075	1.297220	1.812229
leptidea_sinapisG00000009427	-	scaffold_1	+	4859266	4864740	2.948142	1.103488	1.541584
leptidea_sinapisG00000006243	phyh	scaffold_1	-	4593590	4600647	71.530396	26.020393	36.350735
leptidea_sinapisG00000004441	-	scaffold_1	-	4617900	4628269	0.000000	0.000000	0.000000
leptidea_sinapisG00000014029	smc2	scaffold_1	-	4650269	4680911	13.856496	5.040535	7.041676
leptidea_sinapisG00000000849	nup133	scaffold_1	+	4682141	4694086	3.127256	1.137592	1.589227
leptidea_sinapisG00000000197	-	scaffold_1	+	4695739	4699266	0.000000	0.000000	0.000000
leptidea_sinapisG00000009673	nup133_2	scaffold_1	+	4708232	4716387	2.791391	1.015416	1.418545
leptidea_sinapisG00000006590	chchd4	scaffold_1	+	5030320	5035691	24.647623	8.965990	12.525575
leptidea_sinapisG00000011078	rg_2	scaffold_1	-	5055424	5061138	7.299236	2.655221	3.709369
leptidea_sinapisG00000001794	sep2	scaffold_1	+	5567573	5578232	29.468645	10.732409	14.993279
leptidea_sinapisG00000001233	rg	scaffold_1	-	5062210	5098100	4.483257	1.630861	2.278328
leptidea_sinapisG00000003375	-	scaffold_1	+	5125295	5125552	4.877571	1.774299	2.478713
leptidea_sinapisG00000000910	tret1-2_2	scaffold_1	+	5134074	5148940	7.924886	2.882811	4.027315
leptidea_sinapisG00000000372	mab-21	scaffold_1	+	5177189	5178286	80.587433	29.315042	40.953396
leptidea_sinapisG00000011662	rg_3	scaffold_1	-	5286419	5368566	8.351538	3.038013	4.244133
leptidea_sinapisG00000001356	-	scaffold_1	-	5448956	5454985	0.000000	0.000000	0.000000
leptidea_sinapisG00000006126	gas2	scaffold_1	-	5580969	5618708	16.035559	5.979686	8.353679
leptidea_sinapisG00000001068	eif2d	scaffold_1	+	5721876	5735538	16.342449	5.944842	8.305001
leptidea_sinapisG00000000065	nek2	scaffold_1	-	5736079	5737992	13.344828	4.854407	6.781653
leptidea_sinapisG00000006140	klp68d	scaffold_1	-	5752967	5817496	1.593654	0.579719	0.809872
leptidea_sinapisG00000004374	dscr3	scaffold_1	+	5818152	5831073	16.090912	5.853342	8.177175
leptidea_sinapisG00000010961	crbn	scaffold_1	-	5833402	5862325	4.586668	1.668478	2.330880
leptidea_sinapisG00000008972	-	scaffold_1	+	5850506	5864920	4.032984	1.467066	2.049505
leptidea_sinapisG00000004844	-	scaffold_1	+	5871656	5876487	2.458955	0.894486	1.249606
leptidea_sinapisG00000001799	-	scaffold_1	+	5882994	5892437	9.052394	3.292961	4.600299
leptidea_sinapisG00000000241	txnl4a	scaffold_1	-	5908776	5910554	37.632477	13.689449	19.124292
leptidea_sinapisG00000004064	lhcgr_2	scaffold_1	-	5931203	6052420	0.657683	0.239243	0.334225
leptidea_sinapisG00000009258	cart_5	scaffold_0	-	346409	348127	1.305992	0.475077	0.663687
leptidea_sinapisG00000001280	dennd1a	scaffold_0	-	179667	201246	0.639773	0.669080	0.934711
leptidea_sinapisG00000013579	lhx9	scaffold_0	-	422586	448390	0.606203	0.220517	0.308064
leptidea_sinapisG00000013720	ap	scaffold_0	-	542659	568648	1.557331	0.566505	0.791414
leptidea_sinapisG00000003439	y94h6a.8	scaffold_0	-	625970	633090	4.006092	1.897910	2.651399
leptidea_sinapisG00000011477	inpp4a	scaffold_0	-	649566	665282	0.413174	0.150299	0.209969
leptidea_sinapisG00000003942	ipo7	scaffold_0	+	667789	678100	43.463707	16.947250	23.675470
leptidea_sinapisG00000000735	prpf4b	scaffold_0	+	695518	711179	15.024779	5.465518	7.635380
leptidea_sinapisG00000012874	sdhaf3	scaffold_0	+	716184	717475	6.951986	2.528903	3.532901
leptidea_sinapisG00000013248	calpc	scaffold_0	-	718232	760711	2.485647	0.904196	1.263171
leptidea_sinapisG00000004702	nrcam_2	scaffold_0	-	763932	783449	0.241621	0.087894	0.122788
leptidea_sinapisG00000004486	-	scaffold_0	-	804605	828801	3.763125	1.509131	2.108271
leptidea_sinapisG00000009766	-	scaffold_0	+	873569	874108	3.213650	1.169020	1.633132
leptidea_sinapisG00000009425	-	scaffold_0	+	831547	863453	0.000000	0.000000	0.000000
leptidea_sinapisG00000002583	rc3h1	scaffold_0	-	852990	871587	4.234518	1.540378	2.151922
leptidea_sinapisG00000004436	-	scaffold_0	+	863457	870167	0.000000	0.000000	0.000000
leptidea_sinapisG00000007099	tmem9	scaffold_0	+	886570	889557	7.208766	2.622311	3.663393
leptidea_sinapisG00000004726	cg1161	scaffold_0	-	894310	897844	15.819096	5.754464	8.039042
leptidea_sinapisG00000010193	lanb2	scaffold_0	-	1037364	1059061	10.863710	3.951859	5.520784
leptidea_sinapisG00000015447	tmc3	scaffold_0	+	1066504	1082229	0.050220	0.018268	0.025521
leptidea_sinapisG00000007383	lana_2	scaffold_0	+	1083739	1148900	26.131136	9.505644	13.279475
leptidea_sinapisG00000011660	deaf1	scaffold_0	-	1151853	1159252	2.259774	0.822031	1.148385
leptidea_sinapisG00000003056	-	scaffold_0	+	1165957	1168785	0.000000	0.000000	0.000000
leptidea_sinapisG00000003603	-	scaffold_0	+	1172340	1173842	1.567308	0.570135	0.796484
leptidea_sinapisG00000011446	dpep1_2	scaffold_0	+	1204548	1270804	0.000000	0.000000	0.000000
leptidea_sinapisG00000001576	-	scaffold_0	-	1237052	1238103	0.000000	0.000000	0.000000
leptidea_sinapisG00000007896	uqcrc1_2	scaffold_0	-	1296461	1297711	0.679456	0.247164	0.345290
leptidea_sinapisG00000003907	uqcrc1	scaffold_0	+	1299438	1300829	1.714080	0.623526	0.871071
leptidea_sinapisG00000015057	lolal_6	scaffold_0	-	1308842	1317081	1.056785	0.384423	0.537043
leptidea_sinapisG00000012322	-	scaffold_0	+	1336158	1356005	36.613922	13.318933	18.606678
leptidea_sinapisG00000006304	ephb1	scaffold_0	-	1336438	1339476	2.314337	0.841879	1.176113
leptidea_sinapisG00000001654	reg-2	scaffold_0	-	1345634	1346386	5.314741	1.933327	2.700876
leptidea_sinapisG00000014210	rps3	scaffold_1	-	5043116	5046061	9447.585938	3436.719238	4801.129883
leptidea_sinapisG00000012241	-	scaffold_0	-	1356024	1395725	58.913929	21.430939	29.939226
leptidea_sinapisG00000001295	odf2	scaffold_0	+	1410003	1429776	10.558813	3.840947	5.365839
leptidea_sinapisG00000009390	smyd4_4	scaffold_0	-	1430879	1458128	0.714077	0.259758	0.362884
leptidea_sinapisG00000012268	adcy5	scaffold_0	+	1687445	1754016	0.000000	0.000000	0.000000
leptidea_sinapisG00000010929	adcy6	scaffold_0	+	1758398	1775862	0.000000	0.000000	0.000000
leptidea_sinapisG00000001299	abl	scaffold_0	-	1796091	1805981	0.454490	0.165328	0.230965
leptidea_sinapisG00000010459	-	scaffold_0	+	1813897	1815369	0.000000	0.000000	0.000000
leptidea_sinapisG00000012003	slc4a2slc4a1	scaffold_0	-	1853808	1919988	1.010362	0.381508	0.532971
leptidea_sinapisG00000015108	mpp7	scaffold_0	-	1966067	1979335	0.349474	0.127127	0.177598
leptidea_sinapisG00000001189	btbd8	scaffold_0	+	1995251	2008671	1.306759	0.475356	0.664076
leptidea_sinapisG00000009205	pdp1	scaffold_0	+	2043551	2044240	1.579710	0.574646	0.802786
leptidea_sinapisG00000000681	-	scaffold_0	+	2137527	2139859	0.152401	0.055438	0.077448
leptidea_sinapisG00000001081	vapa	scaffold_0	-	2021213	2030498	38.659161	14.120383	19.726311
leptidea_sinapisG00000008406	pdp2	scaffold_0	+	2030471	2042496	0.000000	0.000000	0.000000
leptidea_sinapisG00000000543	dos	scaffold_0	-	2274645	2299044	0.139432	0.050721	0.070857
leptidea_sinapisG00000015263	-	scaffold_0	+	2303561	2312152	1.335036	0.485642	0.678446
leptidea_sinapisG00000002655	-	scaffold_0	+	2326591	2330346	14.250513	5.183866	7.241910
leptidea_sinapisG00000009347	-	scaffold_0	+	2315714	2319979	9.515541	5.235301	7.313766
leptidea_sinapisG00000008661	-	scaffold_0	-	2366273	2367808	0.000000	0.000000	0.000000
leptidea_sinapisG00000008457	-	scaffold_0	+	2333327	2353806	16.693527	6.072553	8.483415
leptidea_sinapisG00000013625	-	scaffold_0	-	2334767	2338213	0.000000	0.000000	0.000000
leptidea_sinapisG00000003885	usp6nl	scaffold_0	-	2448232	2468754	0.000000	0.000000	0.000000
leptidea_sinapisG00000003193	path	scaffold_0	+	2422749	2436393	20.753757	7.549531	10.546766
leptidea_sinapisG00000000836	ftz-f1	scaffold_0	+	2534916	2540193	0.000000	0.000000	0.000000
leptidea_sinapisG00000014525	ftz-f1_2	scaffold_0	+	2633497	2657286	1.023045	0.372150	0.519897
